data_pedido,data_envio,modo_envio,vendas,lucro,quantidade,desconto,categoria,subcategoria,segmento,regiao,cliente_id,pedido_id
2017-12-10,2017-12-14,Standard Class,14.200000000000001,3.372499999999999,1,0.2,Technology,Accessories,Consumer,East,HA-14920,CA-2017-157651
2014-07-01,2014-07-05,Standard Class,575.92,71.98999999999998,2,0.2,Technology,Phones,Corporate,South,LW-16825,CA-2014-160773
2014-07-01,2014-07-05,Standard Class,5.184000000000001,-3.6288,6,0.7,Office Supplies,Binders,Corporate,South,LW-16825,CA-2014-160773
2017-02-03,2017-02-08,Standard Class,5.229,-4.183199999999998,3,0.7,Office Supplies,Binders,Consumer,East,MC-17575,CA-2017-167703
2017-02-03,2017-02-08,Standard Class,285.552,35.69399999999996,2,0.2,Office Supplies,Storage,Consumer,East,MC-17575,CA-2017-167703
2017-03-03,2017-03-08,Standard Class,72.8,19.656000000000002,5,0.0,Office Supplies,Appliances,Consumer,South,LP-17095,CA-2017-121804
2017-10-09,2017-10-10,First Class,10.816,3.5151999999999988,4,0.2,Office Supplies,Paper,Consumer,South,EB-14170,CA-2017-162635
2014-09-28,2014-10-03,Standard Class,46.26,12.490200000000003,3,0.0,Office Supplies,Storage,Corporate,East,GZ-14545,CA-2014-107153
2014-05-27,2014-05-30,First Class,17.459999999999997,-30.555000000000007,6,0.8,Office Supplies,Binders,Consumer,Central,LE-16810,US-2014-117058
2015-06-14,2015-06-18,Standard Class,51.072,5.107200000000002,6,0.2,Furniture,Furnishings,Home Office,East,AD-10180,CA-2015-120439
2016-03-30,2016-04-01,First Class,11.34,5.5565999999999995,1,0.0,Office Supplies,Paper,Corporate,East,CP-12085,CA-2016-128258
2017-10-15,2017-10-18,Second Class,87.92,26.375999999999998,4,0.0,Office Supplies,Art,Home Office,West,FG-14260,CA-2017-106033
2016-05-23,2016-05-27,Standard Class,37.05,16.302,3,0.0,Furniture,Furnishings,Consumer,West,LD-17005,CA-2016-142762
2017-06-02,2017-06-06,Standard Class,2.97,-0.6435000000000002,1,0.4,Technology,Phones,Home Office,East,AB-10255,CA-2017-127705
2017-06-02,2017-06-06,Standard Class,27.439999999999998,2.401,2,0.2,Office Supplies,Storage,Home Office,East,AB-10255,CA-2017-127705
2014-02-16,2014-02-21,Standard Class,1.0799999999999998,-1.7280000000000002,3,0.8,Office Supplies,Binders,Consumer,Central,MN-17935,CA-2014-122567
2014-02-16,2014-02-21,Standard Class,7.959999999999997,-13.930000000000003,2,0.8,Office Supplies,Appliances,Consumer,Central,MN-17935,CA-2014-122567
2014-05-06,2014-05-10,Standard Class,140.736,52.775999999999996,8,0.2,Office Supplies,Binders,Home Office,West,HP-14815,CA-2014-121664
2016-05-16,2016-05-23,Standard Class,552.56,0.0,4,0.0,Office Supplies,Storage,Consumer,East,JR-15670,CA-2016-122133
2017-04-02,2017-04-07,Standard Class,25.11,6.528599999999999,3,0.0,Furniture,Furnishings,Consumer,West,JF-15190,US-2017-123281
2017-03-31,2017-04-02,Second Class,29.78,8.040600000000001,2,0.0,Furniture,Furnishings,Consumer,East,CM-12115,CA-2017-100524
2017-03-31,2017-04-02,Second Class,677.58,176.1708,3,0.0,Technology,Phones,Consumer,East,CM-12115,CA-2017-100524
2017-03-31,2017-04-02,Second Class,75.04,36.019200000000005,8,0.0,Office Supplies,Paper,Consumer,East,CM-12115,CA-2017-100524
2017-01-02,2017-01-04,First Class,695.7,-27.827999999999975,2,0.5,Technology,Machines,Corporate,South,AS-10045,CA-2017-113481
2017-01-02,2017-01-04,First Class,15.66,-12.527999999999995,5,0.7,Office Supplies,Binders,Corporate,South,AS-10045,CA-2017-113481
2017-01-02,2017-01-04,First Class,28.854000000000006,-21.159599999999998,6,0.7,Office Supplies,Binders,Corporate,South,AS-10045,CA-2017-113481
2015-05-28,2015-06-01,Standard Class,47.82,14.345999999999995,3,0.0,Office Supplies,Art,Consumer,East,KB-16315,CA-2015-131758
2015-05-28,2015-06-01,Standard Class,13.049999999999999,6.002999999999999,5,0.0,Office Supplies,Labels,Consumer,East,KB-16315,CA-2015-131758
2014-03-17,2014-03-24,Standard Class,93.78,36.574200000000005,2,0.0,Office Supplies,Appliances,Consumer,Central,BN-11515,CA-2014-118339
2014-03-17,2014-03-24,Standard Class,47.18,23.59,7,0.0,Office Supplies,Paper,Consumer,Central,BN-11515,CA-2014-118339
2014-03-17,2014-03-24,Standard Class,19.68,5.707199999999998,6,0.0,Office Supplies,Art,Consumer,Central,BN-11515,CA-2014-118339
2014-03-17,2014-03-24,Standard Class,53.4,25.098,10,0.0,Office Supplies,Binders,Consumer,Central,BN-11515,CA-2014-118339
2014-03-17,2014-03-24,Standard Class,35.88,17.2224,6,0.0,Office Supplies,Binders,Consumer,Central,BN-11515,CA-2014-118339
2014-10-03,2014-10-08,Second Class,258.279,-70.10430000000002,3,0.3,Furniture,Chairs,Consumer,Central,BP-11290,CA-2014-153976
2016-03-28,2016-03-31,First Class,31.4,7.850000000000001,2,0.0,Office Supplies,Storage,Corporate,South,AS-10045,CA-2016-162901
2017-05-04,2017-05-09,Standard Class,183.96,20.69549999999999,5,0.2,Technology,Phones,Corporate,West,LW-16990,CA-2017-162978
2017-05-04,2017-05-09,Standard Class,17.61,8.4528,3,0.0,Office Supplies,Paper,Corporate,West,LW-16990,CA-2017-162978
2017-05-04,2017-05-09,Standard Class,300.904,11.283900000000017,1,0.2,Furniture,Tables,Corporate,West,LW-16990,CA-2017-162978
2014-07-05,2014-07-05,Same Day,220.776,-44.15520000000002,3,0.2,Office Supplies,Storage,Consumer,Central,DC-12850,US-2014-160444
2014-07-05,2014-07-05,Same Day,281.42400000000004,-35.178000000000004,11,0.2,Office Supplies,Storage,Consumer,Central,DC-12850,US-2014-160444
2016-05-05,2016-05-07,First Class,79.14,36.404399999999995,3,0.0,Office Supplies,Paper,Consumer,South,ND-18370,CA-2016-145247
2017-04-26,2017-04-27,First Class,1.988,-1.4413,1,0.6,Furniture,Furnishings,Consumer,Central,LB-16735,CA-2017-160045
2014-09-26,2014-10-01,Second Class,145.568,0.0,2,0.2,Furniture,Chairs,Consumer,West,KT-16465,US-2014-151925
2017-10-19,2017-10-25,Standard Class,123.256,9.2442,7,0.2,Office Supplies,Art,Corporate,East,HM-14860,CA-2017-125199
2017-10-19,2017-10-25,Standard Class,23.680000000000003,7.3999999999999995,4,0.2,Office Supplies,Paper,Corporate,East,HM-14860,CA-2017-125199
2017-10-19,2017-10-25,Standard Class,309.576,-56.755600000000015,4,0.4,Technology,Phones,Corporate,East,HM-14860,CA-2017-125199
2017-11-10,2017-11-11,First Class,38.388000000000005,-25.592,14,0.7,Office Supplies,Binders,Corporate,West,AB-10600,US-2017-155425
2017-11-10,2017-11-11,First Class,95.99400000000001,-63.99599999999998,2,0.7,Technology,Machines,Corporate,West,AB-10600,US-2017-155425
2017-11-10,2017-11-11,First Class,239.95200000000003,-35.99280000000004,6,0.2,Technology,Accessories,Corporate,West,AB-10600,US-2017-155425
2017-11-10,2017-11-11,First Class,201.584,15.118800000000007,2,0.2,Technology,Phones,Corporate,West,AB-10600,US-2017-155425
2017-11-10,2017-11-11,First Class,899.1360000000001,-146.10960000000014,4,0.2,Furniture,Chairs,Corporate,West,AB-10600,US-2017-155425
2017-07-08,2017-07-11,First Class,145.9,62.736999999999995,5,0.0,Furniture,Furnishings,Home Office,West,SZ-20035,CA-2017-133249
2015-12-24,2015-12-28,Standard Class,590.0580000000001,-786.7440000000003,7,0.7,Furniture,Bookcases,Consumer,West,JR-15670,US-2015-103471
2015-12-24,2015-12-28,Standard Class,14.04,1.5794999999999986,3,0.2,Office Supplies,Art,Consumer,West,JR-15670,US-2015-103471
2017-03-07,2017-03-12,Standard Class,49.08,4.907999999999998,3,0.0,Technology,Accessories,Home Office,East,MG-17890,CA-2017-136672
2014-04-01,2014-04-06,Second Class,29.6,14.8,2,0.0,Office Supplies,Labels,Consumer,West,KM-16720,US-2014-157021
2014-04-01,2014-04-06,Second Class,17.088,5.553599999999999,4,0.2,Office Supplies,Binders,Consumer,West,KM-16720,US-2014-157021
2015-09-14,2015-09-19,Standard Class,912.75,118.65750000000006,5,0.0,Furniture,Tables,Consumer,West,CA-12265,CA-2015-120362
2014-08-04,2014-08-09,Second Class,1089.75,305.1300000000001,3,0.0,Office Supplies,Appliances,Consumer,West,VD-21670,CA-2014-126361
2014-08-04,2014-08-09,Second Class,447.84,219.4416,8,0.0,Office Supplies,Paper,Consumer,West,VD-21670,CA-2014-126361
2014-08-04,2014-08-09,Second Class,16.4,4.263999999999999,5,0.0,Office Supplies,Art,Consumer,West,VD-21670,CA-2014-126361
2014-08-04,2014-08-09,Second Class,399.96000000000004,34.99649999999997,5,0.2,Technology,Phones,Consumer,West,VD-21670,CA-2014-126361
2014-08-04,2014-08-09,Second Class,158.9,7.944999999999993,5,0.0,Office Supplies,Storage,Consumer,West,VD-21670,CA-2014-126361
2014-08-04,2014-08-09,Second Class,13.184000000000001,4.7792,1,0.2,Office Supplies,Binders,Consumer,West,VD-21670,CA-2014-126361
2016-09-03,2016-09-09,Standard Class,83.952,-90.24839999999999,3,0.6,Furniture,Furnishings,Home Office,Central,JK-16120,US-2016-100566
2016-02-05,2016-02-05,Same Day,80.98,1.6196000000000055,1,0.0,Office Supplies,Storage,Home Office,South,PP-18955,US-2016-108504
2016-02-05,2016-02-05,Same Day,348.84,170.9316,9,0.0,Office Supplies,Paper,Home Office,South,PP-18955,US-2016-108504
2016-02-05,2016-02-05,Same Day,9.45,0.18900000000000028,5,0.0,Office Supplies,Fasteners,Home Office,South,PP-18955,US-2016-108504
2016-02-05,2016-02-05,Same Day,18.84,7.1592,3,0.0,Furniture,Furnishings,Home Office,South,PP-18955,US-2016-108504
2016-02-05,2016-02-05,Same Day,239.98,52.79559999999998,2,0.0,Furniture,Bookcases,Home Office,South,PP-18955,US-2016-108504
2016-02-05,2016-02-05,Same Day,167.96,78.9412,2,0.0,Office Supplies,Envelopes,Home Office,South,PP-18955,US-2016-108504
2016-02-05,2016-02-05,Same Day,104.85000000000001,28.309500000000007,3,0.0,Technology,Phones,Home Office,South,PP-18955,US-2016-108504
2016-02-05,2016-02-05,Same Day,484.83000000000004,126.05580000000002,3,0.0,Technology,Phones,Home Office,South,PP-18955,US-2016-108504
2016-02-05,2016-02-05,Same Day,122.97,60.255300000000005,3,0.0,Office Supplies,Paper,Home Office,South,PP-18955,US-2016-108504
2016-02-05,2016-02-05,Same Day,154.44,1.544400000000003,3,0.0,Office Supplies,Storage,Home Office,South,PP-18955,US-2016-108504
2016-02-05,2016-02-05,Same Day,342.37,160.91389999999998,7,0.0,Office Supplies,Paper,Home Office,South,PP-18955,US-2016-108504
2017-07-03,2017-07-04,First Class,9.552,1.5521999999999991,3,0.2,Office Supplies,Art,Corporate,South,YS-21880,CA-2017-124828
2017-10-09,2017-10-14,Standard Class,652.45,-430.6170000000002,5,0.5,Furniture,Tables,Corporate,Central,CK-12760,US-2017-117247
2017-10-09,2017-10-14,Standard Class,66.645,-42.6528,3,0.5,Furniture,Tables,Corporate,Central,CK-12760,US-2017-117247
2016-11-24,2016-11-26,First Class,17.216,6.025599999999999,4,0.2,Office Supplies,Binders,Consumer,East,NC-18340,CA-2016-124485
2016-11-24,2016-11-26,First Class,11.56,5.6644000000000005,2,0.0,Office Supplies,Paper,Consumer,East,NC-18340,CA-2016-124485
2016-11-24,2016-11-26,First Class,88.4,11.492000000000004,4,0.0,Technology,Accessories,Consumer,East,NC-18340,CA-2016-124485
2016-11-24,2016-11-26,First Class,6.48,3.1104000000000003,1,0.0,Office Supplies,Paper,Consumer,East,NC-18340,CA-2016-124485
2016-11-01,2016-11-05,Standard Class,21.8,6.104000000000001,2,0.0,Technology,Phones,Home Office,South,KM-16375,CA-2016-159212
2016-11-01,2016-11-05,Standard Class,251.79000000000002,118.34129999999999,3,0.0,Office Supplies,Envelopes,Home Office,South,KM-16375,CA-2016-159212
2016-04-19,2016-04-25,Standard Class,205.176,-58.13319999999999,2,0.4,Furniture,Tables,Home Office,East,GM-14455,US-2016-161396
2016-04-19,2016-04-25,Standard Class,419.4,146.79,5,0.2,Office Supplies,Paper,Home Office,East,GM-14455,US-2016-161396
2014-04-06,2014-04-08,First Class,10.304000000000002,-2.1896000000000004,1,0.2,Office Supplies,Supplies,Home Office,East,SD-20485,US-2014-118486
2014-04-06,2014-04-08,First Class,154.764,-36.11160000000001,3,0.4,Furniture,Tables,Home Office,East,SD-20485,US-2014-118486
2014-04-06,2014-04-08,First Class,116.78399999999999,21.89699999999999,2,0.2,Technology,Accessories,Home Office,East,SD-20485,US-2014-118486
2016-09-02,2016-09-06,Standard Class,75.48,19.6248,2,0.0,Office Supplies,Art,Consumer,East,KD-16270,CA-2016-130407
2016-09-02,2016-09-06,Standard Class,39.98,9.994999999999997,2,0.0,Furniture,Furnishings,Consumer,East,KD-16270,CA-2016-130407
2016-09-25,2016-09-30,Standard Class,393.165,-204.44580000000005,3,0.5,Furniture,Tables,Consumer,West,AB-10105,US-2016-122245
2017-11-04,2017-11-11,Standard Class,23.680000000000003,8.879999999999999,2,0.2,Office Supplies,Labels,Home Office,Central,SZ-20035,CA-2017-105144
2016-07-09,2016-07-13,Standard Class,408.006,72.5344,2,0.1,Furniture,Chairs,Corporate,East,JD-15895,CA-2016-136329
2016-07-09,2016-07-13,Standard Class,165.28,14.875200000000007,4,0.0,Furniture,Furnishings,Corporate,East,JD-15895,CA-2016-136329
2014-06-30,2014-07-05,Standard Class,334.76800000000003,108.79959999999997,7,0.2,Office Supplies,Binders,Consumer,East,HA-14905,CA-2014-146640
2017-01-28,2017-01-31,Second Class,239.96999999999997,26.39670000000001,3,0.0,Technology,Accessories,Home Office,West,BT-11305,CA-2017-115994
2017-01-28,2017-01-31,Second Class,37.74,12.831599999999996,3,0.0,Furniture,Furnishings,Home Office,West,BT-11305,CA-2017-115994
2015-09-21,2015-09-24,First Class,946.344,118.29299999999989,7,0.2,Technology,Phones,Corporate,Central,SV-20815,CA-2015-126697
2015-09-21,2015-09-24,First Class,151.20000000000002,32.13,3,0.2,Technology,Accessories,Corporate,Central,SV-20815,CA-2015-126697
2015-09-21,2015-09-24,First Class,4.928000000000001,-1.4783999999999997,4,0.6,Furniture,Furnishings,Corporate,Central,SV-20815,CA-2015-126697
2015-09-26,2015-09-30,Standard Class,86.272,31.2736,4,0.2,Office Supplies,Paper,Corporate,West,RW-19540,CA-2015-124800
2015-09-26,2015-09-30,Standard Class,72.58800000000001,-48.39199999999998,2,0.7,Office Supplies,Binders,Corporate,West,RW-19540,CA-2015-124800
2015-09-26,2015-09-30,Standard Class,60.672000000000004,14.409600000000003,2,0.2,Office Supplies,Appliances,Corporate,West,RW-19540,CA-2015-124800
2015-09-26,2015-09-30,Standard Class,77.031,-59.057100000000005,9,0.7,Office Supplies,Binders,Corporate,West,RW-19540,CA-2015-124800
2015-09-26,2015-09-30,Standard Class,119.90400000000001,-1.4988000000000135,6,0.2,Office Supplies,Storage,Corporate,West,RW-19540,CA-2015-124800
2015-09-26,2015-09-30,Standard Class,263.96000000000004,23.096500000000006,5,0.2,Technology,Phones,Corporate,West,RW-19540,CA-2015-124800
2015-09-26,2015-09-30,Standard Class,363.648,-86.36640000000003,4,0.2,Office Supplies,Storage,Corporate,West,RW-19540,CA-2015-124800
2015-10-31,2015-11-04,Second Class,9.728000000000002,3.283199999999999,2,0.2,Office Supplies,Binders,Corporate,West,DK-12835,US-2015-164448
2015-10-31,2015-11-04,Second Class,14.75,7.08,5,0.0,Office Supplies,Envelopes,Corporate,West,DK-12835,US-2015-164448
2015-10-31,2015-11-04,Second Class,29.800000000000004,9.312499999999998,5,0.2,Office Supplies,Binders,Corporate,West,DK-12835,US-2015-164448
2015-10-31,2015-11-04,Second Class,427.42,196.6132,14,0.0,Office Supplies,Labels,Corporate,West,DK-12835,US-2015-164448
2017-11-26,2017-11-30,Standard Class,220.752,-40.47120000000001,8,0.4,Technology,Phones,Consumer,East,LT-17110,CA-2017-122700
2014-12-19,2014-12-21,Second Class,152.76,74.8524,6,0.0,Office Supplies,Binders,Consumer,South,IM-15070,CA-2014-120768
2014-12-19,2014-12-21,Second Class,7.27,1.9629000000000003,1,0.0,Office Supplies,Supplies,Consumer,South,IM-15070,CA-2014-120768
2014-12-19,2014-12-21,Second Class,1819.8600000000001,163.78740000000002,14,0.0,Furniture,Chairs,Consumer,South,IM-15070,CA-2014-120768
2016-12-26,2016-12-30,Standard Class,33.9,15.594,5,0.0,Office Supplies,Paper,Consumer,West,FP-14320,US-2016-153129
2017-06-20,2017-06-27,Standard Class,31.104000000000006,10.8864,6,0.2,Office Supplies,Paper,Consumer,East,ST-20530,CA-2017-106852
2017-06-20,2017-06-27,Standard Class,5.248,0.5903999999999991,2,0.2,Office Supplies,Art,Consumer,East,ST-20530,CA-2017-106852
2015-10-15,2015-10-15,Same Day,263.88,42.88050000000001,3,0.2,Technology,Accessories,Consumer,Central,JE-15745,CA-2015-139731
2015-10-15,2015-10-15,Same Day,2453.43,-350.4899999999999,5,0.3,Furniture,Chairs,Consumer,Central,JE-15745,CA-2015-139731
2017-04-12,2017-04-15,Second Class,29.700000000000003,13.365,5,0.0,Office Supplies,Binders,Consumer,East,BD-11320,CA-2017-122735
2017-04-12,2017-04-15,Second Class,39.96,17.982,4,0.0,Office Supplies,Paper,Consumer,East,BD-11320,CA-2017-122735
2017-12-19,2017-12-24,Second Class,36.672000000000004,11.459999999999999,2,0.2,Office Supplies,Binders,Consumer,West,MM-17920,CA-2017-128160
2017-08-05,2017-08-08,First Class,13.76,6.329599999999999,2,0.0,Office Supplies,Paper,Corporate,South,PW-19030,CA-2017-117695
2015-10-01,2015-10-06,Standard Class,139.424,17.42799999999999,4,0.2,Office Supplies,Storage,Corporate,West,SC-20440,CA-2015-166135
2016-05-23,2016-05-28,Standard Class,1979.928,148.49459999999993,9,0.2,Technology,Phones,Consumer,Central,KL-16645,CA-2016-133725
2017-06-13,2017-06-16,First Class,164.736,-39.12479999999999,4,0.2,Office Supplies,Storage,Home Office,Central,SD-20485,CA-2017-102337
2017-06-13,2017-06-16,First Class,470.30199999999996,-87.34180000000003,7,0.3,Furniture,Chairs,Home Office,Central,SD-20485,CA-2017-102337
2017-06-13,2017-06-16,First Class,47.984,5.997999999999992,2,0.2,Technology,Phones,Home Office,Central,SD-20485,CA-2017-102337
2014-04-23,2014-04-24,First Class,2.5020000000000002,-1.7513999999999994,3,0.7,Office Supplies,Binders,Corporate,East,TS-21160,US-2014-112564
2015-05-01,2015-05-07,Standard Class,88.752,11.093999999999998,3,0.2,Technology,Phones,Corporate,West,JB-15400,CA-2015-145821
2015-07-19,2015-07-20,First Class,2.0250000000000004,-1.3499999999999996,1,0.7,Office Supplies,Binders,Consumer,West,TS-21085,US-2015-160150
2016-11-26,2016-11-29,First Class,70.98,34.7802,7,0.0,Office Supplies,Paper,Corporate,South,MC-17425,CA-2016-133711
2016-11-26,2016-11-29,First Class,91.67999999999999,45.839999999999996,3,0.0,Office Supplies,Binders,Corporate,South,MC-17425,CA-2016-133711
2016-11-26,2016-11-29,First Class,33.75,16.875,5,0.0,Office Supplies,Binders,Corporate,South,MC-17425,CA-2016-133711
2016-11-26,2016-11-29,First Class,3040.0,1459.2,8,0.0,Technology,Machines,Corporate,South,MC-17425,CA-2016-133711
2017-06-12,2017-06-19,Standard Class,91.19999999999999,41.952,3,0.0,Office Supplies,Binders,Home Office,South,ME-17320,CA-2017-148474
2017-06-12,2017-06-19,Standard Class,452.93999999999994,67.94099999999997,3,0.0,Furniture,Tables,Home Office,South,ME-17320,CA-2017-148474
2015-08-17,2015-08-21,Standard Class,52.199999999999996,23.49,9,0.0,Office Supplies,Binders,Corporate,East,SC-20440,CA-2015-111297
2016-09-25,2016-10-01,Standard Class,15.936000000000002,5.1792,4,0.2,Office Supplies,Labels,Corporate,Central,NH-18610,CA-2016-123722
2014-05-04,2014-05-04,Same Day,27.46,9.8856,2,0.0,Furniture,Furnishings,Consumer,East,AA-10480,CA-2014-155271
2015-12-01,2015-12-08,Standard Class,55.42400000000001,19.398399999999995,2,0.2,Office Supplies,Binders,Consumer,West,LC-17140,CA-2015-119907
2016-03-11,2016-03-15,Standard Class,244.00599999999997,-31.372200000000007,2,0.3,Furniture,Tables,Consumer,East,MB-18085,US-2016-128902
2016-08-26,2016-08-28,First Class,159.984,43.9956,2,0.2,Technology,Accessories,Corporate,Central,LC-16930,CA-2016-152289
2016-08-26,2016-08-28,First Class,1024.716,-29.277599999999893,6,0.3,Furniture,Chairs,Corporate,Central,LC-16930,CA-2016-152289
2016-12-16,2016-12-19,First Class,3.68,1.8032000000000001,2,0.0,Office Supplies,Fasteners,Corporate,East,KD-16495,US-2016-104794
2014-08-08,2014-08-14,Standard Class,121.376,-3.034400000000012,4,0.2,Furniture,Furnishings,Consumer,West,MB-17305,CA-2014-151708
2014-08-08,2014-08-14,Standard Class,95.97600000000001,-10.79730000000001,3,0.2,Technology,Accessories,Consumer,West,MB-17305,CA-2014-151708
2015-05-16,2015-05-16,Same Day,255.968,31.995999999999974,4,0.2,Technology,Accessories,Home Office,South,TH-21550,CA-2015-100769
2017-12-09,2017-12-13,Standard Class,872.94,226.96439999999998,3,0.0,Furniture,Chairs,Corporate,Central,DK-12835,CA-2017-139199
2017-12-09,2017-12-13,Standard Class,41.54,19.523799999999998,2,0.0,Office Supplies,Binders,Corporate,Central,DK-12835,CA-2017-139199
2017-12-09,2017-12-13,Standard Class,12.96,6.2208000000000006,2,0.0,Office Supplies,Paper,Corporate,Central,DK-12835,CA-2017-139199
2015-09-24,2015-09-27,Second Class,6.848000000000001,0.5992000000000002,2,0.2,Office Supplies,Art,Corporate,East,ON-18715,US-2015-161466
2017-07-11,2017-07-15,Standard Class,8.67,4.0749,3,0.0,Office Supplies,Labels,Corporate,West,KN-16390,CA-2017-164959
2015-12-01,2015-12-02,Same Day,6.688,-4.012799999999999,4,0.6,Furniture,Furnishings,Consumer,Central,NM-18520,US-2015-105676
2016-11-19,2016-11-25,Standard Class,17.28,5.0112,6,0.0,Office Supplies,Art,Home Office,East,NP-18685,CA-2016-113138
2016-11-19,2016-11-25,Standard Class,17.712,6.420600000000001,3,0.2,Office Supplies,Binders,Home Office,East,NP-18685,CA-2016-113138
2017-03-19,2017-03-24,Standard Class,28.91,13.2986,7,0.0,Office Supplies,Labels,Home Office,East,CG-12040,US-2017-104955
2016-11-13,2016-11-17,Standard Class,52.136,5.865299999999996,7,0.2,Office Supplies,Supplies,Consumer,South,CS-12505,CA-2016-121958
2017-11-19,2017-11-20,First Class,31.968000000000004,2.3976000000000006,4,0.2,Technology,Phones,Consumer,West,KD-16345,CA-2017-121468
2016-12-02,2016-12-08,Standard Class,25.92,12.441600000000001,4,0.0,Office Supplies,Paper,Consumer,West,MK-18160,US-2016-108455
2016-12-02,2016-12-08,Standard Class,40.46,19.825400000000002,7,0.0,Office Supplies,Paper,Consumer,West,MK-18160,US-2016-108455
2016-12-02,2016-12-08,Standard Class,33.87,8.806199999999999,3,0.0,Office Supplies,Storage,Consumer,West,MK-18160,US-2016-108455
2017-08-25,2017-08-28,Second Class,9.728000000000002,1.702399999999999,2,0.2,Office Supplies,Art,Consumer,South,DW-13540,CA-2017-101210
2017-08-25,2017-08-28,Second Class,3.4240000000000004,1.0699999999999996,1,0.2,Office Supplies,Paper,Consumer,South,DW-13540,CA-2017-101210
2016-10-14,2016-10-18,Standard Class,177.0,30.089999999999982,3,0.0,Technology,Accessories,Corporate,West,CP-12340,US-2016-108098
2014-11-27,2014-12-03,Standard Class,3.76,1.3159999999999998,2,0.0,Office Supplies,Fasteners,Consumer,East,MS-17770,CA-2014-119032
2015-11-03,2015-11-07,Standard Class,1212.848,106.12420000000014,7,0.2,Technology,Phones,Home Office,West,CM-12655,CA-2015-140410
2015-11-03,2015-11-07,Standard Class,89.97,37.787400000000005,3,0.0,Technology,Accessories,Home Office,West,CM-12655,CA-2015-140410
2015-11-03,2015-11-07,Standard Class,42.599999999999994,16.614,3,0.0,Furniture,Furnishings,Home Office,West,CM-12655,CA-2015-140410
2014-11-29,2014-12-06,Standard Class,5.04,1.764,2,0.2,Office Supplies,Labels,Consumer,East,Co-12640,CA-2014-136280
2017-04-30,2017-05-05,Second Class,62.96,28.332,4,0.0,Office Supplies,Envelopes,Corporate,East,DL-13495,CA-2017-151911
2017-11-24,2017-11-28,Standard Class,5.88,2.8811999999999998,1,0.0,Office Supplies,Paper,Corporate,East,TS-21370,CA-2017-166436
2017-11-24,2017-11-28,Standard Class,977.292,173.7408,6,0.1,Furniture,Chairs,Corporate,East,TS-21370,CA-2017-166436
2017-10-30,2017-11-03,Standard Class,9.64,3.6632000000000007,2,0.0,Furniture,Furnishings,Corporate,West,JW-15220,CA-2017-139661
2014-12-17,2014-12-19,Second Class,40.05,11.213999999999999,3,0.0,Office Supplies,Art,Consumer,South,RF-19840,CA-2014-123925
2017-09-04,2017-09-08,Standard Class,10.192000000000002,3.184999999999999,7,0.2,Office Supplies,Art,Consumer,Central,JD-15790,CA-2017-152485
2017-09-04,2017-09-08,Standard Class,16.784000000000002,-0.20980000000000043,1,0.2,Office Supplies,Storage,Consumer,Central,JD-15790,CA-2017-152485
2017-09-04,2017-09-08,Standard Class,13.120000000000001,3.7720000000000002,5,0.2,Office Supplies,Art,Consumer,Central,JD-15790,CA-2017-152485
2016-10-17,2016-10-20,First Class,18.16,6.583000000000001,5,0.2,Office Supplies,Binders,Home Office,West,NK-18490,CA-2016-141586
2017-11-12,2017-11-18,Standard Class,16.056,5.8203000000000005,3,0.2,Office Supplies,Paper,Consumer,Central,NG-18430,CA-2017-130386
2017-11-12,2017-11-18,Standard Class,223.056,69.70499999999998,9,0.2,Office Supplies,Paper,Consumer,Central,NG-18430,CA-2017-130386
2017-11-12,2017-11-18,Standard Class,540.048,-47.2542,3,0.2,Office Supplies,Storage,Consumer,Central,NG-18430,CA-2017-130386
2016-11-24,2016-12-01,Standard Class,33.52,3.3519999999999985,2,0.2,Technology,Phones,Home Office,West,AT-10435,CA-2016-100468
2016-11-24,2016-12-01,Standard Class,9.94,3.0813999999999995,2,0.0,Furniture,Furnishings,Home Office,West,AT-10435,CA-2016-100468
2015-08-01,2015-08-07,Standard Class,6.72,3.36,4,0.0,Office Supplies,Art,Home Office,West,PC-19000,CA-2015-153388
2015-08-01,2015-08-07,Standard Class,1004.9760000000001,-175.8708000000001,6,0.2,Furniture,Tables,Home Office,West,PC-19000,CA-2015-153388
2017-12-24,2017-12-29,Standard Class,17.880000000000003,5.5875,3,0.2,Office Supplies,Binders,Consumer,East,AR-10540,CA-2017-154935
2016-09-17,2016-09-23,Standard Class,396.0,190.07999999999998,4,0.0,Technology,Machines,Consumer,South,CS-12505,CA-2016-134208
2017-12-10,2017-12-10,Same Day,34.5,15.524999999999999,3,0.0,Office Supplies,Binders,Home Office,Central,LS-16975,CA-2017-108294
2017-09-12,2017-09-15,First Class,8.36,3.0096,2,0.0,Furniture,Furnishings,Consumer,West,JM-15535,CA-2017-103611
2017-06-24,2017-07-01,Standard Class,385.6,111.82399999999996,8,0.0,Office Supplies,Art,Corporate,West,NH-18610,CA-2017-100384
2017-06-24,2017-07-01,Standard Class,35.82,11.820599999999997,9,0.0,Office Supplies,Art,Corporate,West,NH-18610,CA-2017-100384
2017-08-18,2017-08-22,Standard Class,200.06400000000002,12.504000000000005,3,0.2,Office Supplies,Storage,Consumer,Central,RA-19915,CA-2017-112809
2017-08-18,2017-08-22,Standard Class,21.379999999999995,-33.139,5,0.8,Office Supplies,Binders,Consumer,Central,RA-19915,CA-2017-112809
